Nb-Days, CLEWE ,CLEWE-Vol, CAC ,CAC-Vol,Spread,time,
1,1861.63,0.063212605,5572.1,0.060010714,0.003201891,1,0.00
3,1874.15,0.063205175,5589.19,0.060046176,0.003158998,4,-0.02
1,1878.74,0.063407848,5593.72,0.060249554,0.003158294,5,-0.02
1,1890.84,0.063348388,5620.73,0.060221378,0.003127011,6,-0.02
1,1888.74,0.063352802,5618.81,0.060242809,0.003109993,7,-0.03
1,1873.35,0.063082738,5576.82,0.060011181,0.003071557,8,-0.03
3,1876.03,0.063179001,5567.91,0.060158161,0.00302084,11,-0.04
1,1864.81,0.063484665,5538.97,0.060644583,0.002840083,12,-0.05
1,1846.29,0.06338443,5493.61,0.060607745,0.002776685,13,-0.05
1,1843.14,0.063418827,5500.72,0.060632807,0.002786021,14,-0.06
1,1842.95,0.0632478,5514.57,0.06045609,0.002791711,15,-0.06
3,1847.13,0.063368767,5521.71,0.060571633,0.002797133,18,-0.07
1,1851.04,0.063549285,5528.33,0.060741948,0.002807337,19,-0.08
1,1857.94,0.06359217,5535.57,0.060831044,0.002761126,20,-0.08
1,1860.61,0.063710296,5518.45,0.060940775,0.002769521,21,-0.08
1,1856.65,0.063590323,5509.73,0.060895001,0.002695322,22,-0.09
3,1816.91,0.063055192,5390.95,0.060284124,0.002771069,25,-0.10
1,1813.08,0.063264202,5367.62,0.060545891,0.002718311,26,-0.10
1,1822.42,0.063226525,5375.63,0.060542679,0.002683846,27,-0.11
1,1819.22,0.063709873,5374.92,0.061148082,0.002561791,28,-0.11
1,1832.48,0.063549199,5408.45,0.061196799,0.0023524,29,-0.12
3,1819.66,0.063607576,5382.5,0.061336326,0.00227125,32,-0.13
1,1809.39,0.063747456,5364.05,0.061510011,0.002237445,33,-0.13
1,1783.9,0.063549588,5278.43,0.061291681,0.002257908,34,-0.13
1,1795.74,0.06355615,5292,0.061421675,0.002134475,35,-0.14
1,1784.93,0.063348094,5268.26,0.061252707,0.002095388,36,-0.14
3,1773,0.063446729,5241.46,0.061513046,0.001933683,39,-0.15
1,1767.9,0.063630254,5207.63,0.061621026,0.002009229,40,-0.16
1,1779.68,0.063563219,5248.91,0.061544424,0.002018795,41,-0.16
1,1770.44,0.063535725,5222.12,0.061532701,0.002003024,42,-0.17
1,1796.03,0.063043055,5312.69,0.060888151,0.002154904,43,-0.17
3,1800.87,0.06305211,5336.19,0.060861564,0.002190547,46,-0.18
1,1790.96,0.063184813,5316.51,0.061012948,0.002171866,47,-0.19
1,1779.74,0.063124965,5281.37,0.060950058,0.002174907,48,-0.19
1,1816.57,0.062476113,5378.98,0.060412162,0.002063951,49,-0.19
1,1821.38,0.062373647,5385.46,0.060485126,0.001888521,50,-0.20
3,1806.62,0.062280195,5358.59,0.060490895,0.0017893,53,-0.21
1,1837.23,0.062013083,5438.23,0.060316699,0.001696384,54,-0.21
1,1844.62,0.062334642,5448.11,0.060582759,0.001751882,55,-0.22
1,1830.45,0.062259004,5374.26,0.06034121,0.001917794,56,-0.22
1,1819.08,0.06202268,5341.35,0.060111301,0.00191138,57,-0.23
3,1793.14,0.061710508,5262.57,0.059768803,0.001941705,60,-0.24
1,1824.74,0.061552783,5327.44,0.059980014,0.001572769,61,-0.24
1,1821.68,0.061560509,5313.16,0.059968604,0.001591905,62,-0.25
1,1858.31,0.060952129,5417.59,0.05937472,0.00157741,63,-0.25
1,1855.58,0.060780783,5395.75,0.059182794,0.001597988,64,-0.25
3,1878.05,0.060680783,5483.52,0.058909437,0.001771347,67,-0.27
1,1904.02,0.060554282,5548.84,0.058854947,0.001699335,68,-0.27
1,1908.26,0.060564756,5538.86,0.058857975,0.001706781,69,-0.27
1,1920.27,0.060508267,5586.41,0.05873645,0.001771817,70,-0.28
1,1920.27,0.060339656,5586.41,0.058571162,0.001768494,71,-0.28
3,1929.04,0.0603108,5580.98,0.058576526,0.001734274,74,-0.29
1,1922.4,0.060462831,5569.36,0.058744256,0.001718576,75,-0.30
1,1913.69,0.060439316,5557.67,0.058741813,0.001697503,76,-0.30
1,1921.38,0.060418773,5576.06,0.058736531,0.001682242,77,-0.31
1,1920.18,0.060260448,5591.69,0.058568693,0.001691756,78,-0.31
3,1925.75,0.060266657,5580.38,0.058603354,0.001663303,81,-0.32
1,1925.75,0.060487589,5580.38,0.058773753,0.001713837,82,-0.33
1,1925.75,0.060487589,5580.38,0.058773753,0.001713837,83,-0.33
1,1920.65,0.060500521,5563.09,0.058834255,0.001666266,84,-0.33
1,1908.79,0.060323132,5528.67,0.058652561,0.001670571,85,-0.34
3,1898.24,0.060381693,5508.73,0.058722036,0.001659657,88,-0.35
1,1892.59,0.060604185,5502.7,0.058940305,0.00166388,89,-0.35
1,1879.58,0.060527309,5485.72,0.05892621,0.001601098,90,-0.36
1,1861.29,0.060373048,5449.88,0.058892168,0.00148088,91,-0.36
1,1853.6,0.060176682,5436.42,0.058740929,0.001435753,92,-0.37
3,1869,0.060076175,5471.78,0.058678784,0.001397391,95,-0.38
1,1876.49,0.060227578,5476.2,0.058885094,0.001342484,96,-0.38
1,1870.04,0.060311342,5463.8,0.0589727,0.001338642,97,-0.38
1,1872.02,0.060310867,5468.91,0.0589715,0.001339367,98,-0.39
1,1847.97,0.059890089,5423.47,0.058691352,0.001198737,99,-0.39
3,1836.63,0.059880879,5405.53,0.058731027,0.001149852,102,-0.40
1,1808.98,0.059719808,5350.53,0.058775779,0.000944029,103,-0.41
1,1789.54,0.059582967,5296.54,0.05872078,0.000862187,104,-0.41
1,1797.92,0.059549561,5301.24,0.058721066,0.000828495,105,-0.42
1,1798.22,0.059389111,5307.38,0.058573066,0.000816045,106,-0.42
3,1786.75,0.060153193,5260.64,0.059548635,0.000604558,109,-0.43
1,1798.17,0.060319398,5269.92,0.059719066,0.000600332,110,-0.44
1,1836.83,0.059672694,5378.85,0.05904353,0.000629165,111,-0.44
1,1837.66,0.05967236,5382.66,0.059042699,0.000629661,112,-0.44
1,1856.14,0.059339607,5425.9,0.058769779,0.000569828,113,-0.45
3,1846.25,0.059311191,5412.83,0.058844953,0.000466238,116,-0.46
1,1842.86,0.059491717,5405.32,0.059022344,0.000469373,117,-0.46
1,1825.63,0.059522295,5349.78,0.059001971,0.000520324,118,-0.47
1,1812.36,0.059521622,5306.38,0.058945711,0.00057591,119,-0.47
1,1802.41,0.05952373,5270.25,0.059027022,0.000496708,120,-0.48
3,1800.88,0.059826322,5265.96,0.059345356,0.000480966,123,-0.49
1,1785.86,0.05988248,5231.22,0.059451265,0.000431215,124,-0.49
1,1798.45,0.059832277,5267.92,0.059423346,0.000408931,125,-0.50
1,1813.89,0.059821207,5288.81,0.059611473,0.000209734,126,-0.50
1,1823.44,0.059607003,5297.52,0.059452522,0.000154481,127,-0.50
3,1830.66,0.059609987,5286.57,0.059513715,9.63E-05,130,-0.52
1,1827.6,0.05977593,5265.19,0.059660933,0.000114997,131,-0.52
1,1811.53,0.059775443,5240.53,0.059692991,8.25E-05,132,-0.52
1,1806.03,0.059764908,5225.35,0.059679509,8.54E-05,133,-0.53
1,1819.46,0.05954253,5238.72,0.059524319,1.82E-05,134,-0.53
3,1819.39,0.059730037,5231.85,0.059784312,-5.43E-05,137,-0.54
1,1807.51,0.059870381,5215.85,0.059957451,-8.71E-05,138,-0.55
1,1799.61,0.059866911,5196.11,0.05993453,-6.76E-05,139,-0.55
1,1801.81,0.059924293,5195.95,0.059992289,-6.80E-05,140,-0.56
1,1784.26,0.060344918,5160.52,0.060695002,-0.000350084,141,-0.56
3,1786.59,0.060514367,5168.54,0.060882989,-0.000368622,144,-0.57
1,1779.21,0.060679156,5153.19,0.061072497,-0.000393342,145,-0.58
1,1752.81,0.060319975,5062.52,0.06056549,-0.000245515,146,-0.58
1,1758.13,0.06031893,5074.27,0.060597908,-0.000278979,147,-0.58
1,1743.94,0.060043049,5056.35,0.060410108,-0.00036706,148,-0.59
3,1732.5,0.059979381,5014.47,0.060301442,-0.000322061,151,-0.60
1,1712.76,0.059955763,4961.64,0.060299481,-0.000343719,152,-0.60
1,1734.38,0.059751521,4985.56,0.060328144,-0.000576623,153,-0.61
1,1775.86,0.058855146,5079.05,0.059803691,-0.000948544,154,-0.61
1,1773.05,0.058772405,5083.34,0.059839331,-0.001066927,155,-0.62
3,1742.77,0.058391875,5000.19,0.059594164,-0.001202288,158,-0.63
1,1750.82,0.058784772,5019.26,0.059933964,-0.001149193,159,-0.63
1,1743.14,0.058798309,4992.72,0.059947125,-0.001148816,160,-0.63
1,1747.47,0.058949363,4974.76,0.060157068,-0.001207705,161,-0.64
1,1733.06,0.058913808,4928.18,0.060168628,-0.00125482,162,-0.64
3,1728.27,0.059587203,4888.58,0.060709638,-0.001122435,165,-0.65
1,1742.78,0.060121451,4925.82,0.06131225,-0.001190799,166,-0.66
1,1719.88,0.060616291,4871.96,0.062014977,-0.001398686,167,-0.66
1,1704.81,0.060821879,4840.38,0.062296188,-0.001474309,168,-0.67
1,1711.13,0.061033556,4847.53,0.062544518,-0.001510961,169,-0.67
3,1717.58,0.061020586,4867.78,0.062556485,-0.0015359,172,-0.68
1,1723.31,0.061179567,4875.93,0.062733038,-0.001553471,173,-0.69
1,1689.19,0.060600542,4794.37,0.062406299,-0.001805757,174,-0.69
1,1692.56,0.060602587,4810.74,0.062391014,-0.001788427,175,-0.69
1,1676.27,0.060353409,4786.17,0.062292067,-0.001938657,176,-0.70
3,1672.28,0.060375195,4762.75,0.062264567,-0.001889372,179,-0.71
1,1679.86,0.060689867,4781.34,0.062500242,-0.001810375,180,-0.71
1,1688.96,0.060644052,4805.66,0.06246224,-0.001818188,181,-0.72
1,1689.31,0.060650725,4813.58,0.062470249,-0.001819524,182,-0.72
1,1670.22,0.060321494,4773.27,0.062234661,-0.001913167,183,-0.73
3,1644.74,0.059946183,4719.17,0.062031222,-0.002085039,186,-0.74
1,1639.96,0.060108751,4737.12,0.062204945,-0.002096194,187,-0.74
1,1594.69,0.058850398,4611.49,0.061058777,-0.002208379,188,-0.75
1,1623.6,0.058314166,4689.39,0.06061027,-0.002296105,189,-0.75
1,1642.81,0.057932276,4730.69,0.06035819,-0.002425913,190,-0.75
3,1642.81,0.05794644,4730.69,0.06037207,-0.002425631,193,-0.77
1,1623.1,0.05792737,4678.74,0.06036572,-0.002438351,194,-0.77
1,1593,0.057391862,4598.61,0.059951878,-0.002560015,195,-0.77
1,1607.12,0.057273727,4626.39,0.059907763,-0.002634036,196,-0.78
1,1607.12,0.057269407,4626.39,0.059917082,-0.002647675,197,-0.78
3,1627.83,0.057225142,4694.38,0.059953542,-0.0027284,200,-0.79
1,1627.83,0.057493833,4694.38,0.060228683,-0.00273485,201,-0.80
1,1628.65,0.057502375,4692.46,0.0602616,-0.002759225,202,-0.80
1,1661.8,0.056807224,4777.45,0.059736103,-0.002928879,203,-0.81
1,1651.5,0.056598821,4754.08,0.059569384,-0.002970562,204,-0.81
3,1664.51,0.05651398,4799.87,0.05946853,-0.00295455,207,-0.82
1,1688.4,0.056323002,4853.7,0.05943377,-0.003110768,208,-0.83
1,1704.66,0.056163178,4896.92,0.059304232,-0.003141054,209,-0.83
1,1710.27,0.056144366,4909.45,0.059293455,-0.003149089,210,-0.83
1,1674.79,0.055226255,4806.2,0.058403536,-0.003177281,211,-0.84
3,1651.68,0.054926998,4742.38,0.058169051,-0.003242053,214,-0.85
1,1683.28,0.05448099,4813.13,0.05801824,-0.00353725,215,-0.85
1,1669.73,0.054378177,4780.46,0.058022027,-0.00364385,216,-0.86
1,1731.72,0.052204617,4944.37,0.056377409,-0.004172792,217,-0.86
1,1754.91,0.051735054,5012.66,0.05589504,-0.004159986,218,-0.87
3,1777.79,0.051513477,5053.98,0.055885454,-0.004371977,221,-0.88
1,1764.75,0.051595138,5003.92,0.055916682,-0.004321544,222,-0.88
1,1771.46,0.051747211,5006.25,0.056013726,-0.004266515,223,-0.88
1,1762.12,0.05169764,4983.24,0.055985671,-0.004288031,224,-0.89
1,1764.88,0.05155927,4983.15,0.055841201,-0.004281931,225,-0.89
3,1767.37,0.051561229,4994.98,0.05583685,-0.004275621,228,-0.90
1,1748.27,0.051484008,4946.95,0.05583195,-0.004347942,229,-0.91
1,1742.07,0.051465595,4938.14,0.055837835,-0.00437224,230,-0.91
1,1758.47,0.051568854,4975.5,0.056058425,-0.004489571,231,-0.92
1,1737.93,0.051326888,4924.89,0.055908298,-0.00458141,232,-0.92
3,1763.72,0.050915223,4985.45,0.055686181,-0.004770958,235,-0.93
1,1780.89,0.050880792,5025.2,0.055736989,-0.004856197,236,-0.94
1,1783.72,0.050938774,5033.62,0.055788163,-0.004849389,237,-0.94
1,1801.71,0.050790308,5068.85,0.055758823,-0.004968515,238,-0.94
1,1812.44,0.050579256,5101.85,0.055534552,-0.004955296,239,-0.95
3,1798.97,0.05052378,5059.09,0.055454013,-0.004930233,242,-0.96
1,1819.36,0.05043541,5106.75,0.05546742,-0.00503201,243,-0.96
1,1825.68,0.050425197,5131.45,0.055467007,-0.00504181,244,-0.97
1,1827.15,0.050443178,5137.94,0.055492307,-0.005049129,245,-0.97
1,1804.48,0.050038575,5075.19,0.055087618,-0.005049043,246,-0.98
3,1808.61,0.050173096,5101.39,0.055117878,-0.004944781,249,-0.99
1,1818.64,0.050292537,5102.13,0.055287103,-0.004994566,250,-0.99
1,1806.98,0.050220848,5085.78,0.055311165,-0.005090317,251,-1.00
1,1801.88,0.050410762,5093.44,0.055401141,-0.004990379,252,-1.00
1,1774.39,0.049864342,4978.53,0.054364526,-0.004500184,253,-1.00
3,1777.97,0.050115863,4989.35,0.054600875,-0.004485011,256,-1.02
1,1763.11,0.050120697,4967.37,0.054725981,-0.004605284,257,-1.02
1,1786.57,0.049813379,5032.3,0.054465744,-0.004652365,258,-1.02
1,1759.4,0.049354315,4953.09,0.054018459,-0.004664144,259,-1.03
1,1767.46,0.049183772,4967.69,0.053853313,-0.004669541,260,-1.03
3,1804.89,0.048307145,5053.31,0.053323944,-0.005016798,263,-1.04
1,1818.75,0.048354387,5084.66,0.053412482,-0.005058094,264,-1.05
1,1838,0.048137645,5116.79,0.053345399,-0.005207754,265,-1.05
1,1843.87,0.04811945,5144.95,0.053290131,-0.005170681,266,-1.06
1,1852.03,0.047988035,5173.05,0.053176681,-0.005188646,267,-1.06
3,1820.76,0.047812822,5095.07,0.053159012,-0.00534619,270,-1.07
1,1826.23,0.04795601,5095.98,0.053334848,-0.005378838,271,-1.08
1,1824.46,0.047954512,5106.37,0.053331267,-0.005376755,272,-1.08
1,1851.5,0.047515631,5206.22,0.052652043,-0.005136412,273,-1.08
1,1898.26,0.046089755,5318.55,0.051652786,-0.005563031,274,-1.09
3,1892.35,0.04612676,5300.25,0.051646106,-0.005519347,277,-1.10
1,1912.19,0.046050154,5359.36,0.051592801,-0.005542647,278,-1.10
1,1929.25,0.045883207,5410.85,0.051419255,-0.005536047,279,-1.11
1,1954.65,0.045516896,5491.4,0.051010296,-0.0054934,280,-1.11
1,1947.16,0.045360985,5467.89,0.050836259,-0.005475274,281,-1.12
3,1957.08,0.045307987,5506.82,0.05074,-0.005432013,284,-1.13
1,1954.52,0.045435267,5493.49,0.050872749,-0.005437483,285,-1.13
1,1968.84,0.045321503,5540.41,0.050733746,-0.005412243,286,-1.13
1,1965.51,0.045317051,5512.73,0.050687698,-0.005370647,287,-1.14
1,1958.97,0.045200742,5479.1,0.050497102,-0.00529636,288,-1.14
3,1959.6,0.04520052,5476.17,0.050513604,-0.005313083,291,-1.15
1,1967.97,0.045289927,5494.17,0.050637271,-0.005347345,292,-1.16
1,1960.13,0.045279112,5451.59,0.050539579,-0.005260467,293,-1.16
1,1945.71,0.045197536,5393.74,0.050347746,-0.00515021,294,-1.17
1,1938.83,0.045081002,5363.79,0.050234441,-0.005153439,295,-1.17
3,1929.88,0.045078823,5348.87,0.050229074,-0.005150251,298,-1.18
1,1927.38,0.045225533,5352.57,0.050382801,-0.005157268,299,-1.19
1,1916.58,0.045162406,5328.12,0.050342258,-0.005179853,300,-1.19
1,1919.72,0.045160407,5332.13,0.050355167,-0.00519476,301,-1.19
1,1907.65,0.044957909,5283.79,0.050065435,-0.005107526,302,-1.20
3,1905.87,0.044958439,5269.63,0.05009767,-0.005139231,305,-1.21
1,1897.73,0.045056758,5252.22,0.05021972,-0.005162962,306,-1.21
1,1892.87,0.045044966,5243.84,0.050219443,-0.005174476,307,-1.22
1,1896.52,0.045068878,5260.22,0.05021746,-0.005148582,308,-1.22
1,1923.32,0.044524514,5342.7,0.049611995,-0.005087481,309,-1.23
3,1937.59,0.044411355,5413.8,0.049272223,-0.004860868,312,-1.24
1,1942.61,0.044524955,5406.85,0.049414099,-0.004889144,313,-1.24
1,1964.13,0.044303092,5478.06,0.049150985,-0.004847892,314,-1.25
1,1972.79,0.044566351,5501.33,0.0494151,-0.004848749,315,-1.25
1,1971.9,0.044439907,5484.99,0.049257933,-0.004818026,316,-1.25
3,1969.19,0.044460991,5479.1,0.049268863,-0.004807872,319,-1.27
1,1955.08,0.044484621,5432.5,0.049280807,-0.004796186,320,-1.27
1,1953.35,0.044488168,5419.33,0.04929229,-0.004804123,321,-1.27
1,1955.66,0.044524195,5420.61,0.049320421,-0.004796226,322,-1.28
1,1953.97,0.044475053,5408.6,0.049278823,-0.00480377,323,-1.28
3,1943.28,0.044464414,5379.65,0.049287643,-0.004823229,326,-1.29
1,1930.55,0.044603219,5344.93,0.049390854,-0.004787636,327,-1.30
1,1933.2,0.044901418,5349.02,0.049566704,-0.004665285,328,-1.30
1,1919.97,0.044852072,5305.22,0.049479164,-0.004627093,329,-1.31
1,1947.9,0.044278674,5403.41,0.048677346,-0.004398672,330,-1.31
3,1950.47,0.044282209,5412.32,0.04867231,-0.004390101,333,-1.32
1,1957.48,0.044400066,5414.68,0.048830718,-0.004430653,334,-1.33
1,1981.07,0.044214164,5502.25,0.048463967,-0.004249803,335,-1.33
1,1978.26,0.044265105,5501.9,0.048518672,-0.004253567,336,-1.33
1,1978.5,0.04425725,5521.31,0.048438144,-0.004180894,337,-1.34
3,1969.3,0.044258839,5477.18,0.048375518,-0.004116679,340,-1.35
1,1971.78,0.044508579,5478.98,0.048612651,-0.004104072,341,-1.35
1,1960.2,0.044453591,5460.98,0.048617249,-0.004163658,342,-1.36
1,1969.67,0.044709189,5498.37,0.048809732,-0.004100543,343,-1.36
1,1975.86,0.044833763,5511.3,0.048887923,-0.00405416,344,-1.37
3,1970.64,0.044882577,5491.22,0.04893159,-0.004049013,347,-1.38
1,1975.73,0.045271902,5511.76,0.049438999,-0.004167096,348,-1.38
1,1960.62,0.045154835,5480.55,0.049383955,-0.004229121,349,-1.38
1,1948.68,0.0450739,5426.41,0.049189724,-0.004115824,350,-1.39
1,1952.08,0.045192583,5434.19,0.049440388,-0.004247805,351,-1.39
3,1931.36,0.044980272,5378.25,0.049269939,-0.004289667,354,-1.40
1,1941.32,0.045084618,5398.32,0.049411827,-0.004327209,355,-1.41
1,1950.38,0.045122731,5417.07,0.049471869,-0.004349137,356,-1.41
1,1962.77,0.045139226,5447.44,0.049517123,-0.004377898,357,-1.42
1,1953.77,0.045236822,5422.54,0.049563877,-0.004327055,358,-1.42
3,1950.56,0.045233734,5409.43,0.049553129,-0.004319395,361,-1.43
1,1954.51,0.045476176,5429.2,0.049729694,-0.004253518,362,-1.44
1,1948.99,0.045500545,5405.9,0.049776122,-0.004275577,363,-1.44
1,1933.4,0.045392137,5353.93,0.049599908,-0.004207771,364,-1.44
1,1954.51,0.045402353,5434.36,0.049513988,-0.004111636,365,-1.45
3,1943.04,0.045345928,5398.11,0.049446488,-0.004100561,368,-1.46
1,1933.31,0.045544049,5375.77,0.049686689,-0.00414264,369,-1.46
1,1928.8,0.045713318,5366.32,0.049915724,-0.004202406,370,-1.47
1,1911.22,0.045533672,5320.5,0.049773258,-0.004239586,371,-1.47
1,1915.48,0.04539779,5316.77,0.049631493,-0.004233702,372,-1.48
3,1903.15,0.045333334,5276.76,0.049532157,-0.004198824,375,-1.49
1,1920.13,0.045770075,5323.53,0.050005944,-0.004235869,376,-1.49
1,1907.45,0.045699521,5275.64,0.04989222,-0.0041927,377,-1.50
1,1928.45,0.045469577,5327.2,0.049737407,-0.00426783,378,-1.50
1,1919.04,0.045292709,5281.29,0.049453404,-0.004160694,379,-1.50
3,1921.79,0.045364231,5283.86,0.04950947,-0.004145239,382,-1.52
1,1956.29,0.044814445,5387.38,0.048904365,-0.00408992,383,-1.52
1,1940.52,0.044684798,5316.01,0.048579669,-0.003894871,384,-1.52
1,1958.75,0.044806618,5372.31,0.048782006,-0.003975388,385,-1.53
1,1963.39,0.044702103,5390.63,0.048706704,-0.004004601,386,-1.53
3,1980.19,0.045331681,5450.48,0.049177459,-0.003845777,389,-1.54
1,1993.96,0.045364659,5501.88,0.049144174,-0.003779515,390,-1.55
1,2002.45,0.04551234,5528.46,0.049196684,-0.003684344,391,-1.55
1,1981.63,0.045310278,5452.73,0.048879872,-0.003569594,392,-1.56
1,1975.19,0.045169066,5453.37,0.048759506,-0.00359044,393,-1.56
3,1976.64,0.045168196,5473.91,0.048735511,-0.003567315,396,-1.57
1,1970.64,0.045282685,5450.22,0.048863064,-0.003580379,397,-1.58
